Vardas              Pavarde             ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9     ND10    ND11    ND12    ND13    ND14    ND15    Egz.    
Vardas1835          Pavarde1835         2       8       2       5       2       7       6       10      6       6       8       1       2       1       5       7       
Vardas1836          Pavarde1836         10      8       7       3       2       5       6       6       2       9       1       5       4       10      3       10      
Vardas1837          Pavarde1837         7       2       8       7       1       1       6       1       1       2       8       9       5       4       8       8       
Vardas1838          Pavarde1838         8       2       4       9       4       5       8       4       8       8       3       5       3       8       1       10      
Vardas1839          Pavarde1839         5       2       8       4       4       2       2       4       10      1       7       2       4       1       2       10      
Vardas1840          Pavarde1840         10      10      3       2       3       4       2       2       5       1       8       2       2       3       7       9       
Vardas1841          Pavarde1841         5       4       7       5       6       3       5       8       2       9       7       3       7       9       3       2       
Vardas1842          Pavarde1842         1       3       7       10      7       6       9       1       9       7       5       10      10      4       1       1       
Vardas1843          Pavarde1843         10      9       4       2       9       1       1       2       7       9       3       5       9       9       4       1       
Vardas1844          Pavarde1844         5       10      6       1       9       10      8       5       8       6       10      10      1       5       6       7       
Vardas1845          Pavarde1845         2       4       5       8       9       10      5       2       5       9       4       3       10      3       1       7       
Vardas1846          Pavarde1846         1       1       1       3       3       8       8       4       10      2       4       4       4       2       10      4       
Vardas1847          Pavarde1847         10      1       4       1       9       10      6       4       2       3       4       7       2       3       6       7       
Vardas1848          Pavarde1848         7       4       3       2       7       2       4       4       9       7       7       8       9       10      8       8       
Vardas1849          Pavarde1849         4       6       6       2       1       10      5       5       8       6       10      8       3       5       1       10      
Vardas1850          Pavarde1850         1       9       9       6       1       3       6       4       7       3       8       9       10      5       2       3       
Vardas1851          Pavarde1851         10      10      5       10      2       4       7       2       6       5       6       10      1       3       5       10      
Vardas1852          Pavarde1852         7       3       8       9       1       1       7       8       10      6       10      10      3       5       5       2       
Vardas1853          Pavarde1853         2       3       2       3       7       10      5       3       6       7       5       3       8       10      10      7       
Vardas1854          Pavarde1854         9       4       6       7       5       7       1       2       3       4       5       5       8       8       2       4       
Vardas1855          Pavarde1855         6       7       10      10      4       3       10      3       3       6       9       3       2       10      2       4       
Vardas1856          Pavarde1856         1       2       10      2       3       5       6       8       4       1       4       9       2       5       8       4       
Vardas1857          Pavarde1857         2       1       9       1       10      7       1       7       7       2       1       9       3       3       5       10      
Vardas1858          Pavarde1858         7       8       5       4       2       1       9       5       1       9       9       10      4       1       8       10      
Vardas1859          Pavarde1859         6       5       5       9       7       9       10      2       1       1       10      1       8       7       6       6       
Vardas1860          Pavarde1860         7       6       2       1       3       2       5       6       6       1       1       3       2       10      8       3       
Vardas1861          Pavarde1861         5       3       3       3       10      7       4       10      7       9       8       1       1       1       2       6       
Vardas1862          Pavarde1862         4       9       10      6       2       8       6       2       3       8       10      3       5       10      9       6       
Vardas1863          Pavarde1863         5       4       7       2       9       9       3       3       3       7       9       10      5       10      10      8       
Vardas1864          Pavarde1864         10      1       6       8       2       2       8       5       2       5       1       8       9       1       5       5       
Vardas1865          Pavarde1865         7       4       2       4       1       6       3       2       6       3       6       1       3       10      9       4       
Vardas1866          Pavarde1866         8       4       3       4       1       4       2       3       1       2       3       5       6       2       6       7       
Vardas1867          Pavarde1867         2       9       7       1       3       4       2       2       2       5       3       2       1       9       7       10      
Vardas1868          Pavarde1868         5       5       10      4       3       6       8       1       7       7       1       3       8       8       3       8       
Vardas1869          Pavarde1869         10      6       6       7       6       3       8       10      4       9       5       4       9       3       2       10      
Vardas1870          Pavarde1870         9       6       10      4       2       9       9       6       10      1       4       4       9       5       3       7       
Vardas1871          Pavarde1871         7       6       3       2       5       4       4       6       5       8       9       8       6       7       3       8       
Vardas1872          Pavarde1872         8       10      9       1       7       5       4       4       7       1       4       1       4       7       9       7       
Vardas1873          Pavarde1873         8       5       10      2       8       5       7       4       3       10      10      10      10      3       2       4       
Vardas1874          Pavarde1874         1       9       4       6       10      10      8       10      3       10      4       1       7       8       4       2       
Vardas1875          Pavarde1875         2       3       9       2       2       6       2       10      9       5       7       7       6       3       4       6       
Vardas1876          Pavarde1876         5       9       2       10      6       2       4       9       8       4       6       4       7       6       6       10      
Vardas1877          Pavarde1877         5       5       3       3       7       8       9       8       8       3       5       5       8       10      2       7       
Vardas1878          Pavarde1878         8       1       10      7       10      6       7       5       2       5       3       3       9       2       1       4       
Vardas1879          Pavarde1879         10      5       10      6       6       3       9       6       9       4       3       3       1       7       1       8       
Vardas1880          Pavarde1880         9       3       1       1       10      3       8       1       5       3       7       2       7       7       4       5       
Vardas1881          Pavarde1881         5       9       9       3       9       8       3       4       7       1       6       10      1       8       2       4       
Vardas1882          Pavarde1882         6       7       8       8       4       3       9       10      9       10      5       2       8       3       7       2       
Vardas1883          Pavarde1883         8       1       10      6       5       9       6       2       10      1       8       2       8       9       4       5       
Vardas1884          Pavarde1884         3       10      8       4       2       4       9       8       3       8       8       10      5       8       5       2       
Vardas1885          Pavarde1885         9       4       1       2       7       6       7       6       5       9       10      8       2       9       9       3       
Vardas1886          Pavarde1886         10      2       9       7       6       2       10      2       9       7       4       4       7       1       9       7       
Vardas1887          Pavarde1887         10      7       7       6       3       10      5       1       2       5       9       8       5       8       4       7       
Vardas1888          Pavarde1888         5       7       2       5       10      2       10      7       7       7       8       7       7       8       10      1       
Vardas1889          Pavarde1889         5       2       3       7       10      3       3       4       1       1       2       3       2       8       5       4       
Vardas1890          Pavarde1890         2       2       7       2       10      9       6       3       4       4       6       9       9       3       7       5       
Vardas1891          Pavarde1891         6       7       3       8       4       10      7       2       3       10      2       10      5       7       6       7       
Vardas1892          Pavarde1892         2       8       6       2       1       7       5       10      7       9       5       5       10      9       10      4       
Vardas1893          Pavarde1893         4       8       3       5       4       1       8       5       9       6       6       10      1       4       6       6       
Vardas1894          Pavarde1894         1       1       4       2       1       4       5       9       9       3       9       10      2       2       6       9       
Vardas1895          Pavarde1895         1       10      4       10      4       2       5       7       6       9       9       1       9       2       4       4       
Vardas1896          Pavarde1896         2       9       2       5       10      4       6       1       1       1       9       6       3       1       3       8       
Vardas1897          Pavarde1897         8       3       8       2       9       4       3       7       7       2       10      7       9       3       3       6       
Vardas1898          Pavarde1898         8       6       10      6       10      4       5       1       5       7       8       2       5       4       9       5       
Vardas1899          Pavarde1899         10      3       6       10      10      3       7       4       8       3       4       8       1       5       6       8       
Vardas1900          Pavarde1900         3       2       8       7       5       10      6       9       9       3       9       5       4       9       5       10      
Vardas1901          Pavarde1901         5       7       9       8       10      1       4       7       1       9       9       2       9       6       5       5       
Vardas1902          Pavarde1902         1       1       1       2       5       10      8       7       3       4       3       6       2       7       10      9       
Vardas1903          Pavarde1903         7       3       4       1       4       5       7       4       7       2       8       3       5       9       5       3       
Vardas1904          Pavarde1904         2       7       9       10      10      9       5       7       6       3       8       1       7       10      3       6       
Vardas1905          Pavarde1905         5       8       8       7       10      7       2       3       10      2       8       7       8       4       9       4       
Vardas1906          Pavarde1906         2       3       7       8       8       4       7       7       10      9       1       2       2       2       9       4       
Vardas1907          Pavarde1907         2       3       10      1       5       5       8       8       4       2       8       8       4       1       4       5       
Vardas1908          Pavarde1908         4       2       5       2       6       7       10      7       9       2       10      4       7       8       2       4       
Vardas1909          Pavarde1909         2       5       7       2       9       2       7       5       7       2       5       2       2       3       4       2       
Vardas1910          Pavarde1910         10      7       5       5       2       2       8       9       5       8       4       8       1       8       6       3       
Vardas1911          Pavarde1911         10      6       3       10      3       6       8       6       7       6       5       2       2       2       9       1       
Vardas1912          Pavarde1912         2       4       7       10      4       8       2       9       10      5       7       8       9       2       7       9       
Vardas1913          Pavarde1913         2       10      1       6       1       8       5       9       4       5       1       3       7       3       3       8       
Vardas1914          Pavarde1914         4       6       7       1       2       5       3       3       7       5       4       5       7       1       10      5       
Vardas1915          Pavarde1915         8       1       6       9       9       2       2       4       8       2       1       5       1       9       6       8       
Vardas1916          Pavarde1916         7       1       6       7       4       1       5       7       8       10      8       8       5       8       3       1       
Vardas1917          Pavarde1917         6       7       9       8       9       8       9       9       2       10      6       3       9       7       7       6       
Vardas1918          Pavarde1918         6       9       9       3       4       8       3       7       2       2       5       9       7       3       4       10      
Vardas1919          Pavarde1919         8       2       3       9       2       7       1       1       2       5       10      10      5       7       8       8       
Vardas1920          Pavarde1920         10      1       3       3       2       1       9       7       5       9       4       9       1       10      1       7       
Vardas1921          Pavarde1921         8       2       7       4       6       5       6       1       4       5       4       4       2       7       2       3       
Vardas1922          Pavarde1922         2       9       2       2       7       4       9       2       8       9       5       5       6       1       4       6       
Vardas1923          Pavarde1923         2       10      2       6       3       9       4       10      2       8       7       6       6       3       10      10      
Vardas1924          Pavarde1924         8       1       1       1       3       3       10      7       9       9       1       9       4       8       2       2       
Vardas1925          Pavarde1925         2       5       5       4       4       7       4       4       10      10      10      8       2       7       7       7       
Vardas1926          Pavarde1926         6       3       3       6       9       5       7       2       4       6       2       5       5       5       3       5       
Vardas1927          Pavarde1927         1       5       5       4       3       9       6       5       4       10      2       1       2       9       6       7       
Vardas1928          Pavarde1928         7       2       9       10      3       3       10      4       3       9       3       4       5       6       4       4       
Vardas1929          Pavarde1929         3       4       8       3       7       10      3       2       2       8       1       2       8       3       4       4       
Vardas1930          Pavarde1930         7       5       2       1       2       5       4       4       7       6       1       5       8       1       2       4       
Vardas1931          Pavarde1931         4       1       9       2       1       2       4       2       10      8       2       1       8       1       2       9       
Vardas1932          Pavarde1932         6       8       2       4       2       7       9       2       8       5       5       3       2       10      1       1       
Vardas1933          Pavarde1933         2       4       5       9       4       3       3       10      2       4       2       5       2       9       5       9       
Vardas1934          Pavarde1934         2       1       6       10      2       4       5       9       7       7       10      1       3       3       9       6       
Vardas1935          Pavarde1935         5       9       9       9       7       4       7       8       9       1       6       1       6       6       2       8       
Vardas1936          Pavarde1936         1       2       4       9       4       8       3       9       3       9       8       1       5       7       4       10      
Vardas1937          Pavarde1937         5       5       2       1       2       1       2       8       1       1       7       1       2       5       7       3       
Vardas1938          Pavarde1938         6       6       5       8       9       3       4       1       10      4       6       3       4       5       10      7       
Vardas1939          Pavarde1939         4       10      10      3       2       8       7       6       10      4       10      8       3       9       3       3       
Vardas1940          Pavarde1940         10      7       5       1       3       6       7       2       8       8       2       2       1       5       2       6       
Vardas1941          Pavarde1941         5       6       9       6       3       2       2       10      4       7       6       7       3       10      5       10      
Vardas1942          Pavarde1942         3       9       9       7       1       7       7       6       5       3       3       9       4       9       8       10      
Vardas1943          Pavarde1943         2       6       4       8       7       8       4       2       9       3       4       6       6       2       6       6       
Vardas1944          Pavarde1944         2       3       10      9       1       4       8       8       5       9       7       10      5       8       7       9       
Vardas1945          Pavarde1945         5       6       1       8       8       2       6       8       10      4       9       9       2       8       7       2       
Vardas1946          Pavarde1946         7       8       6       1       9       4       10      7       8       10      3       10      6       2       7       1       
Vardas1947          Pavarde1947         10      9       1       1       10      10      5       2       8       8       7       9       7       4       10      9       
Vardas1948          Pavarde1948         2       6       6       8       9       9       2       1       2       4       10      6       3       3       10      5       
Vardas1949          Pavarde1949         9       3       7       9       9       2       8       6       9       8       7       5       3       10      2       6       
Vardas1950          Pavarde1950         5       5       2       5       1       4       8       9       2       3       8       4       8       5       9       4       
Vardas1951          Pavarde1951         10      10      10      5       3       8       4       1       8       6       6       8       10      5       3       2       
Vardas1952          Pavarde1952         8       6       5       2       8       5       1       1       4       9       4       9       5       7       1       1       
Vardas1953          Pavarde1953         9       9       3       5       10      2       6       4       7       4       1       6       2       10      2       3       
Vardas1954          Pavarde1954         1       3       9       4       5       6       4       4       8       4       10      4       7       2       2       5       
Vardas1955          Pavarde1955         10      2       3       6       4       8       10      4       6       3       7       1       6       5       7       3       
Vardas1956          Pavarde1956         7       2       9       2       10      10      10      3       6       3       3       5       10      6       2       4       
Vardas1957          Pavarde1957         1       8       10      3       4       5       9       9       3       7       9       9       6       2       1       5       
Vardas1958          Pavarde1958         10      7       4       6       10      7       8       6       10      5       1       2       1       9       10      4       
Vardas1959          Pavarde1959         7       5       9       9       6       10      8       5       10      8       2       1       9       7       3       8       
Vardas1960          Pavarde1960         7       9       1       8       5       7       10      2       4       5       1       10      8       5       4       10      
Vardas1961          Pavarde1961         8       7       2       10      4       4       6       9       9       9       7       3       10      6       3       8       
Vardas1962          Pavarde1962         5       1       7       1       7       3       1       1       2       7       10      4       4       9       9       3       
Vardas1963          Pavarde1963         6       1       6       6       6       3       6       10      2       6       5       9       5       8       6       4       
Vardas1964          Pavarde1964         4       7       7       10      6       6       3       4       3       3       7       3       10      2       10      9       
Vardas1965          Pavarde1965         3       9       7       5       10      9       5       1       8       10      10      1       10      6       4       5       
Vardas1966          Pavarde1966         4       5       6       8       10      6       1       2       5       8       3       8       10      2       10      9       
Vardas1967          Pavarde1967         3       3       10      5       8       9       8       6       1       7       1       2       6       10      10      3       
Vardas1968          Pavarde1968         7       3       6       4       5       7       3       10      7       5       8       1       3       3       6       6       
Vardas1969          Pavarde1969         10      5       2       2       8       4       6       5       8       9       3       8       2       4       2       9       
Vardas1970          Pavarde1970         1       10      2       4       6       1       10      2       4       3       9       2       7       9       7       2       
Vardas1971          Pavarde1971         4       2       5       3       9       5       2       8       4       5       9       3       4       9       3       6       
Vardas1972          Pavarde1972         5       3       3       6       1       2       3       2       6       2       6       8       8       5       6       9       
Vardas1973          Pavarde1973         2       3       10      3       9       10      10      5       7       7       4       5       1       1       8       10      
Vardas1974          Pavarde1974         9       6       10      1       5       9       10      8       9       8       2       4       7       9       5       4       
Vardas1975          Pavarde1975         4       8       3       9       10      9       5       8       1       1       6       3       3       2       4       6       
Vardas1976          Pavarde1976         10      9       2       2       9       1       4       10      1       1       7       4       6       3       1       5       
Vardas1977          Pavarde1977         6       7       9       1       6       10      2       3       1       2       6       6       4       3       2       8       
Vardas1978          Pavarde1978         4       2       10      3       3       6       7       10      6       1       4       7       7       6       4       2       
Vardas1979          Pavarde1979         4       6       2       3       1       5       4       4       4       8       2       3       6       2       5       9       
Vardas1980          Pavarde1980         4       7       1       7       7       2       2       5       9       8       4       2       4       4       2       1       
Vardas1981          Pavarde1981         8       10      5       8       1       4       4       3       6       5       7       8       5       1       6       2       
Vardas1982          Pavarde1982         2       9       3       3       5       3       5       6       8       8       5       5       3       4       10      9       
Vardas1983          Pavarde1983         4       4       7       7       4       1       6       1       8       8       3       1       7       5       5       9       
Vardas1984          Pavarde1984         5       5       9       7       7       2       7       2       7       5       6       3       5       4       9       2       
Vardas1985          Pavarde1985         10      4       1       9       10      4       5       7       10      4       9       7       3       8       7       5       
Vardas1986          Pavarde1986         5       9       6       8       2       4       5       7       7       1       7       5       2       10      9       9       
Vardas1987          Pavarde1987         4       6       4       6       7       3       5       4       6       5       10      1       9       5       1       8       
Vardas1988          Pavarde1988         7       9       7       2       2       5       4       10      9       1       9       1       3       1       4       1       
Vardas1989          Pavarde1989         10      6       6       1       10      4       3       8       8       1       3       9       10      6       2       3       
Vardas1990          Pavarde1990         1       10      7       6       1       1       3       9       4       2       4       9       2       5       9       7       
Vardas1991          Pavarde1991         9       3       6       9       1       7       1       7       4       7       7       10      7       9       5       5       
Vardas1992          Pavarde1992         10      10      7       3       10      8       6       6       7       1       7       4       2       7       6       7       
Vardas1993          Pavarde1993         5       1       6       2       8       6       8       6       8       7       10      9       4       7       7       8       
Vardas1994          Pavarde1994         4       5       6       5       1       1       4       3       6       10      5       1       9       3       6       9       
Vardas1995          Pavarde1995         4       8       8       7       7       4       7       8       5       1       7       2       1       2       7       1       
Vardas1996          Pavarde1996         7       4       9       1       10      8       3       3       3       7       5       9       9       5       10      5       
Vardas1997          Pavarde1997         6       1       3       10      6       8       9       7       7       9       7       10      10      3       1       1       
Vardas1998          Pavarde1998         7       3       1       8       3       3       4       8       2       9       4       7       2       6       5       7       
Vardas1999          Pavarde1999         7       9       6       3       3       2       1       10      3       6       3       4       5       8       6       8       
Vardas2000          Pavarde2000         10      9       4       10      5       5       9       10      10      5       6       3       7       6       2       7       
Vardas2001          Pavarde2001         9       8       9       9       4       8       5       4       2       8       9       2       7       1       8       1       
Vardas2002          Pavarde2002         6       4       3       7       4       2       7       2       9       8       2       9       6       3       6       1       
Vardas2003          Pavarde2003         4       2       6       8       2       3       2       10      2       9       9       9       5       1       1       5       
Vardas2004          Pavarde2004         5       4       5       5       10      1       9       7       3       6       8       10      10      8       6       3       
Vardas2005          Pavarde2005         5       2       6       4       9       3       4       10      7       10      5       2       5       8       8       6       
Vardas2006          Pavarde2006         8       8       7       9       4       9       1       3       6       7       3       5       10      2       6       7       
Vardas2007          Pavarde2007         8       4       8       1       3       2       3       10      7       4       7       7       2       8       4       5       
Vardas2008          Pavarde2008         9       6       2       3       6       9       1       3       6       5       9       10      4       8       3       6       
Vardas2009          Pavarde2009         1       2       6       4       10      8       4       3       2       3       6       6       4       2       8       3       
Vardas2010          Pavarde2010         6       8       5       3       4       3       8       4       10      10      5       4       8       4       5       9       
Vardas2011          Pavarde2011         9       2       5       2       4       6       2       8       3       3       2       8       9       6       3       6       
Vardas2012          Pavarde2012         9       3       9       2       6       5       4       8       7       4       10      10      4       10      4       9       
Vardas2013          Pavarde2013         7       7       2       4       1       3       8       2       1       7       10      6       7       10      5       2       
Vardas2014          Pavarde2014         4       3       4       7       8       1       6       9       1       7       4       6       10      4       2       4       
Vardas2015          Pavarde2015         2       4       4       2       7       5       5       1       4       9       2       3       1       5       8       2       
Vardas2016          Pavarde2016         5       4       3       6       9       3       7       4       1       9       2       5       1       4       7       4       
Vardas2017          Pavarde2017         9       7       8       4       6       2       3       6       5       1       4       10      3       9       6       1       
Vardas2018          Pavarde2018         6       1       4       3       8       1       10      2       3       8       8       10      10      3       4       2       
Vardas2019          Pavarde2019         2       2       8       9       2       8       10      10      2       2       8       5       10      3       8       4       
Vardas2020          Pavarde2020         9       5       8       3       9       3       4       6       3       1       1       1       5       3       6       3       
Vardas2021          Pavarde2021         9       9       4       8       4       4       10      1       5       8       10      2       6       9       9       9       
Vardas2022          Pavarde2022         1       6       1       3       1       10      4       9       9       5       3       7       9       10      8       3       
Vardas2023          Pavarde2023         7       9       5       5       2       6       4       3       4       9       7       8       10      5       4       10      
Vardas2024          Pavarde2024         4       6       3       6       4       5       7       9       7       9       7       8       6       6       10      7       
Vardas2025          Pavarde2025         4       4       7       9       4       6       2       3       1       2       6       6       2       4       8       3       
Vardas2026          Pavarde2026         9       7       8       5       10      8       2       10      2       7       6       3       10      4       5       6       
Vardas2027          Pavarde2027         9       6       3       9       2       7       2       4       3       7       4       10      4       6       5       2       
Vardas2028          Pavarde2028         5       3       3       6       9       1       1       1       2       7       1       9       9       8       4       8       
Vardas2029          Pavarde2029         3       8       4       7       10      2       6       2       10      9       9       3       7       5       3       1       
Vardas2030          Pavarde2030         1       2       2       7       7       5       5       3       4       8       3       10      3       4       4       2       
Vardas2031          Pavarde2031         1       4       7       10      6       1       9       8       3       4       2       8       6       10      1       2       
Vardas2032          Pavarde2032         8       4       6       3       2       2       5       1       9       7       1       5       10      5       2       1       
Vardas2033          Pavarde2033         2       5       1       7       4       2       5       7       9       2       2       7       7       8       1       3       
Vardas2034          Pavarde2034         6       8       10      7       9       4       2       7       9       9       5       6       5       8       1       9       
Vardas2035          Pavarde2035         2       6       3       8       1       6       5       2       10      4       6       2       7       5       10      8       
Vardas2036          Pavarde2036         4       7       6       10      8       6       5       9       7       8       8       10      6       5       2       5       
Vardas2037          Pavarde2037         4       10      8       10      1       3       3       3       4       10      3       2       6       1       1       6       
Vardas2038          Pavarde2038         1       8       2       8       10      10      3       2       10      6       2       10      10      4       5       10      
Vardas2039          Pavarde2039         2       3       4       5       2       5       6       10      5       8       9       2       4       4       5       6       
Vardas2040          Pavarde2040         5       3       9       7       6       8       1       7       1       5       1       2       6       10      1       6       
Vardas2041          Pavarde2041         3       5       10      10      8       2       5       10      1       3       5       1       3       10      7       9       
Vardas2042          Pavarde2042         1       8       8       3       10      3       9       7       9       7       8       3       8       3       7       7       
Vardas2043          Pavarde2043         7       6       4       10      5       3       7       8       5       1       1       4       5       2       3       3       
Vardas2044          Pavarde2044         3       6       5       6       8       5       10      8       6       10      8       6       10      3       2       10      
Vardas2045          Pavarde2045         3       8       8       5       5       3       1       5       7       10      6       5       10      7       8       2       
Vardas2046          Pavarde2046         1       2       4       6       8       9       1       1       1       10      5       3       7       3       1       10      
Vardas2047          Pavarde2047         4       9       2       2       10      2       4       1       4       3       6       10      10      3       6       1       
Vardas2048          Pavarde2048         5       4       6       9       6       9       1       3       8       1       9       1       6       5       3       4       
Vardas2049          Pavarde2049         8       9       6       3       8       6       1       5       8       9       10      8       5       4       8       9       
Vardas2050          Pavarde2050         6       8       3       1       3       3       7       2       9       5       3       1       1       1       9       1       
Vardas2051          Pavarde2051         6       1       1       1       9       3       6       1       4       8       9       10      5       7       10      9       
Vardas2052          Pavarde2052         6       8       10      2       1       10      10      2       2       7       5       3       5       6       6       9       
Vardas2053          Pavarde2053         8       4       6       3       8       6       4       8       2       4       2       7       5       2       9       5       
Vardas2054          Pavarde2054         10      2       10      9       4       2       9       8       3       4       6       4       8       10      7       2       
Vardas2055          Pavarde2055         8       2       6       10      3       3       8       1       2       6       2       5       1       3       8       1       
Vardas2056          Pavarde2056         4       5       4       5       4       1       5       9       2       5       3       8       8       9       4       7       
Vardas2057          Pavarde2057         3       7       9       2       6       2       9       2       9       2       1       8       3       7       4       1       
Vardas2058          Pavarde2058         7       4       5       7       9       6       9       2       7       8       3       2       5       4       8       1       
Vardas2059          Pavarde2059         3       10      2       3       1       10      8       8       1       2       8       4       5       10      8       6       
Vardas2060          Pavarde2060         7       9       3       1       7       9       5       4       4       3       3       5       3       2       8       10      
Vardas2061          Pavarde2061         10      3       8       4       6       10      6       3       9       4       9       9       7       10      6       2       
Vardas2062          Pavarde2062         4       6       7       7       6       2       4       9       6       7       10      3       2       5       5       3       
Vardas2063          Pavarde2063         10      10      2       6       3       8       10      2       6       5       2       1       6       10      3       5       
Vardas2064          Pavarde2064         5       5       3       6       10      8       9       9       7       1       5       9       8       1       6       1       
Vardas2065          Pavarde2065         9       4       9       2       2       8       1       4       2       9       4       1       1       3       6       1       
Vardas2066          Pavarde2066         5       9       4       5       9       8       7       1       3       4       4       1       2       2       8       10      
Vardas2067          Pavarde2067         2       9       6       6       8       3       4       7       8       2       4       2       10      2       8       9       
Vardas2068          Pavarde2068         8       4       2       9       7       8       1       4       2       8       10      6       6       3       2       9       
Vardas2069          Pavarde2069         7       7       8       9       5       1       7       6       5       5       2       1       4       8       3       1       
Vardas2070          Pavarde2070         7       4       4       2       1       6       4       4       6       9       1       1       3       2       8       8       
Vardas2071          Pavarde2071         7       3       5       4       1       6       3       8       6       9       10      4       7       6       7       1       
Vardas2072          Pavarde2072         2       8       5       2       7       9       1       2       7       1       3       4       4       5       5       10      
Vardas2073          Pavarde2073         2       3       4       3       10      6       9       3       6       6       5       6       9       1       6       5       
Vardas2074          Pavarde2074         1       7       1       3       5       9       2       10      5       2       1       4       1       5       2       2       
Vardas2075          Pavarde2075         7       10      4       6       4       6       8       10      1       4       1       9       6       4       4       6       
Vardas2076          Pavarde2076         8       3       9       7       3       10      8       7       7       8       8       2       2       2       6       2       
Vardas2077          Pavarde2077         6       10      4       4       5       3       1       8       10      8       5       1       10      10      2       7       
Vardas2078          Pavarde2078         5       2       5       10      7       10      7       6       9       7       7       8       7       1       8       5       
Vardas2079          Pavarde2079         7       7       1       8       5       1       10      1       9       6       1       6       3       5       6       2       
Vardas2080          Pavarde2080         6       7       10      3       6       6       7       3       7       1       1       3       10      9       7       4       
Vardas2081          Pavarde2081         5       8       6       5       8       4       8       2       4       4       9       3       7       1       5       2       
Vardas2082          Pavarde2082         9       10      4       9       7       1       9       1       10      2       10      4       6       5       4       5       
Vardas2083          Pavarde2083         2       9       8       5       10      4       1       1       2       9       4       8       9       8       8       6       
Vardas2084          Pavarde2084         4       9       4       3       8       6       8       1       4       5       3       5       5       7       8       10      
Vardas2085          Pavarde2085         9       4       9       8       8       2       10      9       4       9       1       1       3       5       6       10      
Vardas2086          Pavarde2086         5       8       9       3       4       6       2       6       5       9       5       1       3       10      8       3       
Vardas2087          Pavarde2087         8       4       10      2       10      1       3       1       9       6       2       3       10      3       10      1       
Vardas2088          Pavarde2088         9       8       8       10      9       10      9       4       1       1       3       9       2       5       10      8       
Vardas2089          Pavarde2089         4       10      5       10      10      7       7       1       8       9       1       9       7       6       9       7       
Vardas2090          Pavarde2090         2       10      4       4       9       3       2       9       5       1       6       7       8       2       1       7       
Vardas2091          Pavarde2091         3       6       5       4       6       4       7       2       7       6       9       3       7       2       2       3       
Vardas2092          Pavarde2092         6       8       6       10      2       8       7       10      5       5       3       3       7       7       6       8       
Vardas2093          Pavarde2093         3       4       8       6       4       4       8       2       10      8       8       10      1       5       4       4       
Vardas2094          Pavarde2094         9       4       5       9       8       6       1       6       9       6       3       2       7       1       8       7       
Vardas2095          Pavarde2095         10      6       3       2       6       3       5       2       6       3       7       9       5       4       4       8       
Vardas2096          Pavarde2096         5       2       7       7       5       3       1       5       2       8       7       3       10      6       4       2       
Vardas2097          Pavarde2097         8       6       1       3       4       2       2       3       1       1       5       6       4       7       8       8       
Vardas2098          Pavarde2098         9       3       3       9       2       7       10      2       8       7       2       6       4       6       4       3       
Vardas2099          Pavarde2099         10      7       6       9       3       2       8       3       9       1       1       2       3       10      7       5       
Vardas2100          Pavarde2100         10      2       6       3       5       1       5       6       7       6       10      10      8       8       8       10      
Vardas2101          Pavarde2101         6       4       5       2       3       5       7       9       6       5       10      3       8       10      6       9       
